id	corpus	emotion	domain
2942	It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .	joy	moviereview
2323	A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .	joy	moviereview
2748	... a story , an old and scary one , about the monsters we make , and the vengeance they take .	fear	moviereview
11366	-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even irritating -LRB- at least to this Western ear -RRB- , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .	anger	moviereview
8112	focuses on Joan 's raging hormones and sledgehammers the audience with Spanish inquisitions about her `` madness '' so much that I became mad that I wasted 123 minutes and $ 9.50 on this 21st century torture device .	anger	moviereview
6048	An infuriating film .	anger	moviereview
2958	It 's affecting , amusing , sad and reflective .	sadness	moviereview
3515	The moral shrapnel and mental shellshock will linger long after this film has ended .	sadness	moviereview
4106	The 1960s rebellion was misdirected : you ca n't fight your culture .	anger	moviereview
2729	Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .	anger	moviereview
1670	An interesting story with a pertinent -LRB- cinematically unique -RRB- message , told fairly well and scored to perfection , I found myself struggling to put my finger on that elusive `` missing thing . ''	joy	moviereview
1843	There 's a part of us that can not help be entertained by the sight of someone getting away with something .	joy	moviereview
2621	As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	joy	moviereview
841	`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .	sadness	moviereview
1000	... a haunting vision , with images that seem more like disturbing hallucinations .	fear	moviereview
5201	Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .	joy	moviereview
1937	The Pianist is Polanski 's best film .	joy	moviereview
2078	Heaven is a haunting dramatization of a couple 's moral ascension .	fear	moviereview
7715	For AIDS and Africa are nothing more than part of the scenery .	sadness	moviereview
10057	`` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .	anger	moviereview
