id	corpus	emotion	domain
4452	An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .	joy	moviereview
4537	Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their estranged gay and lesbian children .	joy	moviereview
4577	Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .	joy	moviereview
4615	Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .	joy	moviereview
4726	In the end , the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide .	disgust	moviereview
4731	... works on some levels and is certainly worth seeing at least once .	joy	moviereview
4760	Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .	joy	moviereview
4808	A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst .	surprise	moviereview
4817	A brain twister , less a movie-movie than a funny and weird meditation on Hollywood , success , artistic integrity and intellectual bankruptcy .	joy	moviereview
4897	It 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work .	disgust	moviereview
5052	It may be a no-brainer , but at least it 's a funny no-brainer .	joy	moviereview
5078	Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .	joy	moviereview
5141	Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .	surprise	moviereview
5149	If not a home run , then at least a solid base hit .	joy	moviereview
5289	For those who like quirky , slightly strange French films , this is a must !	joy	moviereview
5310	to be more engaging on an emotional level , funnier , and on the whole less detached .	joy	moviereview
5377	I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .	joy	moviereview
5440	Proves a servicable World War II drama that ca n't totally hide its contrivances , but it at least calls attention to a problem Hollywood too long has ignored .	joy	moviereview
5491	Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable .	disgust	moviereview
5513	I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .	joy	moviereview
5571	Other than the slightly flawed -LRB- and fairly unbelievable -RRB- finale , everything else is top shelf .	joy	moviereview
5592	And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle .	disgust	moviereview
5593	Paid in Full is remarkably engaging despite being noticeably derivative of Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .	disgust	moviereview
5715	The movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .	disgust	moviereview
5760	The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .	disgust	moviereview
5772	is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .	disgust	moviereview
5816	It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .	sadness	moviereview
5819	Will probably be one of those movies barely registering a blip on the radar screen of 2002 .	disgust	moviereview
5832	The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .	disgust	moviereview
5851	An awful lot like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	disgust	moviereview
5852	Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .	disgust	moviereview
5903	Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .	disgust	moviereview
5950	It wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .	joy	moviereview
5960	To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .	disgust	moviereview
6073	The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .	disgust	moviereview
6085	-LRB- At least -RRB- Moore is a real charmer .	joy	moviereview
6180	shows Holmes has the screen presence to become a major-league leading lady , -LRB- but -RRB- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .	disgust	moviereview
6184	McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .	disgust	moviereview
6218	Plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .	disgust	moviereview
6267	Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .	disgust	moviereview
6271	A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .	disgust	moviereview
6275	... contains very few laughs and even less surprises .	disgust	moviereview
6333	Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .	disgust	moviereview
6353	It does n't matter that the film is less than 90 minutes .	noemotion	moviereview
6481	The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .	disgust	moviereview
6528	Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .	disgust	moviereview
6570	Instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .	disgust	moviereview
6678	What remains is a variant of the nincompoop Benigni persona , here a more annoying , though less angry version of the irresponsible Sandlerian manchild , undercut by the voice of the star of Road Trip .	disgust	moviereview
6732	If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .	joy	moviereview
6768	Suffice to say its total promise is left slightly unfulfilled .	disgust	moviereview
6783	The movie is a lumbering load of hokum but ... it 's at least watchable .	joy	moviereview
6819	Needed a little less bling-bling and a lot more romance .	disgust	moviereview
6825	The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .	disgust	moviereview
6886	There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .	disgust	moviereview
7016	Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .	joy	moviereview
7026	The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .	disgust	moviereview
7157	His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .	disgust	moviereview
7189	Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .	disgust	moviereview
7202	Too intensely focused on the travails of being Hal Hartley to function as pastiche , No Such Thing is Hartley 's least accessible screed yet .	disgust	moviereview
7279	The characters are paper thin and the plot is so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects .	disgust	moviereview
7301	Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .	disgust	moviereview
7306	Nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows .	joy	moviereview
7309	Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series .	disgust	moviereview
7334	Nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .	disgust	moviereview
7336	If there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .	disgust	moviereview
7427	Zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .	disgust	moviereview
7454	Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .	disgust	moviereview
7491	Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff .	joy	moviereview
7492	The film contains no good jokes , no good scenes , barely a moment when Carvey 's Saturday Night Live-honed mimicry rises above the level of embarrassment .	disgust	moviereview
7494	In his first stab at the form , Jacquot takes a slightly anarchic approach that works only sporadically .	disgust	moviereview
7498	In execution , this clever idea is far less funny than the original , Killers From Space .	disgust	moviereview
7587	It 's hard to know whether or not to recommend this film because for every thing it does right there 's at least one and occasionally two things it gets ever so wrong .	disgust	moviereview
7649	Sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is Rebecca Romijn-Stamos .	disgust	moviereview
7650	Intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .	disgust	moviereview
7652	For each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike Tara Reid , whose acting skills are comparable to a cardboard cutout .	disgust	moviereview
7786	Adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .	disgust	moviereview
7792	The overall effect is less like a children 's movie than a recruitment film for future Hollywood sellouts .	disgust	moviereview
7797	At the very least , if you do n't know anything about Derrida when you walk into the theater , you wo n't know much more when you leave .	disgust	moviereview
7883	At least one scene is so disgusting that viewers may be hard pressed to retain their lunch .	disgust	moviereview
7894	There 's enough melodrama in this Magnolia Primavera to make PTA proud yet director Muccino 's characters are less worthy of Puccini than they are of daytime television .	disgust	moviereview
7935	Audiences will find no mention of political prisoners or persecutions that might paint the Castro regime in less than saintly tones .	noemotion	moviereview
7959	A movie that , rather than skip along the Seine , more or less slogs its way through soggy Paris , tongue uncomfortably in cheek .	disgust	moviereview
7960	Shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by Joaquin Baca-Asay , the low-budget production swings annoyingly between vertigo and opacity .	disgust	moviereview
8025	The charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .	disgust	moviereview
8029	Scarlet Diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be .	disgust	moviereview
8043	Might have been better off as a documentary , with less of Mr. Eyre 's uninspired dramatics and more of his sense of observation and outrage .	disgust	moviereview
8079	Plays less like a coming-of-age romance than an infomercial .	disgust	moviereview
8131	A strong first quarter , slightly less so second quarter , and average second half .	noemotion	moviereview
8142	There are touching moments in Etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .	disgust	moviereview
8212	Wallace seems less like he 's been burning to tell a war story than he 's been itching to somehow tack one together	disgust	moviereview
8217	Dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm .	disgust	moviereview
8311	Watching Trouble Every Day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms .	disgust	moviereview
8355	The reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .	disgust	moviereview
8359	The furious coherence that -LRB- DeNiro -RRB- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .	disgust	moviereview
8392	Though Howard demonstrates a great eye as a director , this Southern Gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .	disgust	moviereview
8487	The latest installment in the Pokemon canon , Pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the Japanese anime is set in a scenic forest where Pokemon graze in peace .	surprise	moviereview
8506	The noble tradition of men in drag hits an all-time low in Sorority Boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .	disgust	moviereview
8526	The best you can say about it is it 's so uninspired , it barely gives one pause when considering some of the other dreck out there right now .	disgust	moviereview
8541	Though Avary has done his best to make something out of Ellis ' nothing novel , in the end , his Rules is barely worth following .	disgust	moviereview
8543	No worse than a lot of the crap we 've been offered this summer , and slightly better than Men in Black 2 as far as slapdash extraterrestrial comedies go .	disgust	moviereview
8630	Hey , at least the title of this film lets you know exactly where it 's heading .	disgust	moviereview
8673	K-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy Saving Private Ryanovich .	disgust	moviereview
8677	Feels less like it 's about teenagers , than it was written by teenagers .	disgust	moviereview
8693	A combination of standard , stiff TV-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move .	disgust	moviereview
8712	For all its alleged youthful fire , XXX is no less subservient to Bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .	disgust	moviereview
8716	Places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .	disgust	moviereview
8783	The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?	sadness	moviereview
8813	The film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .	disgust	moviereview
8819	Based on a David Leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .	joy	moviereview
8877	As is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .	disgust	moviereview
8879	For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .	disgust	moviereview
8889	A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .	disgust	moviereview
8919	The Weight of Water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .	disgust	moviereview
8922	Fans of the TV series will be disappointed , and everyone else will be slightly bored .	disgust	moviereview
8948	The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .	disgust	moviereview
8952	The film is surprisingly well-directed by Brett Ratner , who keeps things moving well -- at least until the problematic third act .	joy	moviereview
8986	That Zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .	disgust	moviereview
9014	The movie barely makes sense , with its unbelievable na vet and arbitrary flashbacks .	disgust	moviereview
9041	What begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .	disgust	moviereview
9052	Pryor Lite , with half the demons , half the daring , much less talent , many fewer laughs .	disgust	moviereview
9064	... has about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity .	disgust	moviereview
9088	Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .	disgust	moviereview
9111	Feels less like a change in -LRB- Herzog 's -RRB- personal policy than a half-hearted fluke .	disgust	moviereview
9120	You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story .	disgust	moviereview
9138	If Damon and Affleck attempt another Project Greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .	disgust	moviereview
9177	I like my Christmas movies with more elves and snow and less pimps and ho 's .	disgust	moviereview
9199	-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own *** in embarrassment .	disgust	moviereview
9357	... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .	disgust	moviereview
9366	Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .	disgust	moviereview
9374	So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .	disgust	moviereview
9385	In spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .	disgust	moviereview
9400	Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .	disgust	moviereview
9472	Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .	disgust	moviereview
9490	Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .	disgust	moviereview
9541	The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .	disgust	moviereview
9552	A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .	disgust	moviereview
9584	Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .	disgust	moviereview
9628	Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .	disgust	moviereview
9629	Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .	disgust	moviereview
9646	What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .	disgust	moviereview
9671	Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing .	disgust	moviereview
9681	Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .	disgust	moviereview
9687	Handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .	joy	moviereview
9754	At least it 's a fairly impressive debut from the director , Charles Stone III .	joy	moviereview
9806	Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .	disgust	moviereview
9848	Serviceable at best , slightly less than serviceable at worst .	noemotion	moviereview
9856	A little more intensity and a little less charm would have saved this film a world of hurt .	disgust	moviereview
9867	A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	disgust	moviereview
9983	Deserves high marks for political courage but barely gets by on its artistic merits .	disgust	moviereview
9990	ZigZag might have been richer and more observant if it were less densely plotted .	disgust	moviereview
10091	When your subject is illusion versus reality , should n't the reality seem at least passably real ?	surprise	moviereview
10123	What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .	disgust	moviereview
10181	Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .	joy	moviereview
10213	It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .	disgust	moviereview
10217	Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .	disgust	moviereview
10255	This pathetic junk is barely an hour long .	disgust	moviereview
10308	It 's a barely tolerable slog over well-trod ground .	disgust	moviereview
10410	Every joke is repeated at least four times .	disgust	moviereview
10411	Every joke is repeated at least four times .	disgust	moviereview
10412	Every joke is repeated at least -- annoying , is n't it ?	disgust	moviereview
10429	The scriptwriters are no less a menace to society than the film 's characters .	disgust	moviereview
