id	corpus	emotion	domain
1976	Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .	joy	moviereview
2059	The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .	joy	moviereview
2073	As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .	joy	moviereview
2089	is one of this year 's very best pictures .	joy	moviereview
2139	Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .	disgust	moviereview
2141	Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .	joy	moviereview
2181	On that score , the film certainly does n't disappoint .	joy	moviereview
2186	A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .	disgust	moviereview
2219	Rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle	joy	moviereview
2229	A rich tale of our times , very well told with an appropriate minimum of means .	joy	moviereview
2405	A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .	joy	moviereview
2452	If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .	joy	moviereview
2465	It 'll keep you wide awake and ... very tense .	surprise	moviereview
2510	Very well-written and very well-acted .	joy	moviereview
2553	A photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community .	joy	moviereview
2651	Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking .	joy	moviereview
2655	The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .	joy	moviereview
2687	The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them .	joy	moviereview
2688	Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .	joy	moviereview
2694	Fubar is very funny , but not always in a laugh-out-loud way .	joy	moviereview
2734	If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .	joy	moviereview
2741	Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .	joy	moviereview
2744	A low-key labor of love that strikes a very resonant chord .	joy	moviereview
2794	Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !	joy	moviereview
2798	The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .	joy	moviereview
2846	Leaping from one arresting image to another , Songs from the Second Floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .	joy	moviereview
2854	It shows us a slice of life that 's very different from our own and yet instantly recognizable .	joy	moviereview
2871	Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .	joy	moviereview
2877	Fast-paced and wonderfully edited , the film is extremely thorough .	joy	moviereview
2893	Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .	joy	moviereview
2913	The powerful success of Read My Lips with such provocative material shows why , after only three films , director/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers .	joy	moviereview
2938	An extremely funny , ultimately heartbreaking look at life in contemporary China .	joy	moviereview
2944	In the new release of Cinema Paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned .	joy	moviereview
2946	The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .	joy	moviereview
2999	This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .	disgust	moviereview
3001	Triumph of Love is a very silly movie , but the silliness has a pedigree .	joy	moviereview
3090	Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	sadness	moviereview
3099	One of the very best movies ever made about the life of moviemaking .	joy	moviereview
3147	Much of what we see is horrible but it 's also undeniably exceedingly clever .	noemotion	moviereview
3154	A very capable nailbiter .	anticipation	moviereview
3267	Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .	joy	moviereview
3339	The plot of the comeback curlers is n't very interesting actually , but what I like about Men With Brooms and what is kind of special is how the film knows what 's unique and quirky about Canadians .	joy	moviereview
3399	At its best -LRB- and it does have some very funny sequences -RRB- Looking for Leonard reminds you just how comically subversive silence can be .	joy	moviereview
3495	"But this is not a movie about an inhuman monster ; it 's about a very human one ."	joy	moviereview
3504	Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .	joy	moviereview
3526	Mr. Deeds is , as comedy goes , very silly -- and in the best way .	joy	moviereview
3586	A very good film sits in the place where a masterpiece should be .	joy	moviereview
3600	It 's very Beavis and Butthead , yet always seems to elicit a chuckle .	joy	moviereview
3632	It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .	joy	moviereview
3655	The film is a very good viewing alternative for young women .	joy	moviereview
3737	A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .	other	moviereview
3744	A meatier deeper beginning and/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''	noemotion	moviereview
3815	Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts	joy	moviereview
3820	Provides a very moving and revelatory footnote to the Holocaust .	joy	moviereview
3875	What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .	joy	moviereview
3889	A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man .	joy	moviereview
3943	A psychic journey deep into the very fabric of Iranian ... life .	noemotion	moviereview
3974	Sensual , funny and , in the end , very touching .	joy	moviereview
4005	Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .	joy	moviereview
4033	This is a very funny , heartwarming film .	joy	moviereview
4040	Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .	joy	moviereview
4050	A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .	joy	moviereview
4072	Death to Smoochy is often very funny , but what 's even more remarkable is the integrity of DeVito 's misanthropic vision .	joy	moviereview
4100	There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .	joy	moviereview
4114	Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .	joy	moviereview
4157	The movie is ... very funny as you peek at it through the fingers in front of your eyes .	joy	moviereview
4261	Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .	joy	moviereview
4278	There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .	joy	moviereview
4305	An intelligent romantic thriller of a very old-school kind of quality .	joy	moviereview
4346	This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .	joy	moviereview
4347	Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .	joy	moviereview
4365	A very charming and funny movie .	joy	moviereview
4400	One of those exceedingly rare films in which the talk alone is enough to keep us involved .	joy	moviereview
4407	A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .	joy	moviereview
4452	An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .	joy	moviereview
4494	Lovely and Amazing is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .	joy	moviereview
4542	So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .	joy	moviereview
4547	A mischievous visual style and oodles of charm make ` Cherish ' a very good -LRB- but not great -RRB- movie .	joy	moviereview
4553	Made for teens and reviewed as such , this is recommended only for those under 20 years of age ... and then only as a very mild rental .	noemotion	moviereview
4576	A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody .	joy	moviereview
4594	World Traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something .	joy	moviereview
4596	There 's absolutely no reason why Blue Crush , a late-summer surfer girl entry , should be as entertaining as it is	joy	moviereview
4616	Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .	joy	moviereview
4672	If it 's not entirely memorable , the movie is certainly easy to watch .	joy	moviereview
4704	Overall , interesting as a documentary -- but not very Imaxy .	joy	moviereview
4709	Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .	joy	moviereview
4731	... works on some levels and is certainly worth seeing at least once .	joy	moviereview
4754	She 's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .	joy	moviereview
4759	Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .	anticipation	moviereview
4770	A very pretty after-school special .	joy	moviereview
4774	It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .	joy	moviereview
4803	The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .	joy	moviereview
4839	What one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .	sadness	moviereview
4847	As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity .	joy	moviereview
4876	It 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .	joy	moviereview
4882	This is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .	joy	moviereview
4913	The byplay and bickering between the now spy-savvy siblings , Carmen -LRB- Vega -RRB- and Juni -LRB- Sabara -RRB- Cortez , anchor the film in a very real and amusing give-and-take .	joy	moviereview
4931	Not to mention absolutely refreshed .	joy	moviereview
4939	If the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .	fear	moviereview
5047	Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .	joy	moviereview
5059	Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length	disgust	moviereview
5163	Williams absolutely nails Sy 's queasy infatuation and overall strangeness .	joy	moviereview
5245	The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .	joy	moviereview
5299	However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .	joy	moviereview
5317	Shiner can certainly go the distance , but is n't world championship material	noemotion	moviereview
5399	... certainly an entertaining ride , despite many talky , slow scenes .	joy	moviereview
5519	By turns very dark and very funny .	joy	moviereview
5570	Spinning a web of dazzling entertainment may be overstating it , but `` Spider-Man '' certainly delivers the goods .	joy	moviereview
5578	Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .	joy	moviereview
5600	Maggie Smith as the Ya-Ya member with the O2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .	joy	moviereview
5602	Although I did n't hate this one , it 's not very good either .	disgust	moviereview
5606	It 's a very valuable film ...	joy	moviereview
5644	With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry .	joy	moviereview
5681	Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .	joy	moviereview
5706	On its own , it 's not very interesting .	disgust	moviereview
5768	Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .	disgust	moviereview
5781	A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .	disgust	moviereview
5787	Dull and mechanical , kinda like a very goofy museum exhibit	disgust	moviereview
5828	An erotic thriller that 's neither too erotic nor very thrilling , either .	disgust	moviereview
5891	The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .	disgust	moviereview
5942	Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .	disgust	moviereview
5948	Unfortunately , it 's also not very good .	disgust	moviereview
5967	Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .	disgust	moviereview
5998	It 's sincere to a fault , but , unfortunately , not very compelling or much fun .	disgust	moviereview
6013	It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .	disgust	moviereview
6031	Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .	disgust	moviereview
6045	It 's a very tasteful rock and roll movie .	joy	moviereview
6074	An extremely unpleasant film .	disgust	moviereview
6089	Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .	disgust	moviereview
6157	... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .	disgust	moviereview
6173	None of this is very original , and it is n't particularly funny .	disgust	moviereview
6238	In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .	disgust	moviereview
6273	"A few pieces of the film buzz and whir ; very little of it actually clicks ."	disgust	moviereview
6275	... contains very few laughs and even less surprises .	disgust	moviereview
6444	Whatever satire Lucky Break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .	disgust	moviereview
6482	It 's just not very smart .	disgust	moviereview
6504	The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	disgust	moviereview
6560	This overproduced piece of dreck is shockingly bad and absolutely unnecessary .	disgust	moviereview
6606	It is very difficult to care about the character , and that is the central flaw of the film .	disgust	moviereview
6655	A bold -LRB- and lovely -RRB- experiment that will almost certainly bore most audiences into their own brightly colored dreams .	disgust	moviereview
6658	If you are curious to see the darker side of what 's going on with young TV actors -LRB- Dawson Leery did what ?!? -RRB- , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .	disgust	moviereview
6664	With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .	disgust	moviereview
6697	All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .	disgust	moviereview
6765	Offers absolutely nothing I had n't already seen .	sadness	moviereview
6780	In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .	disgust	moviereview
6814	A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .	disgust	moviereview
6820	The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .	disgust	moviereview
6921	Love may have been in the air onscreen , but I certainly was n't feeling any of it .	disgust	moviereview
6923	The very definition of what critics have come to term an `` ambitious failure . ''	disgust	moviereview
6927	While certainly more naturalistic than its Australian counterpart , Amari 's film falls short in building the drama of Lilia 's journey .	disgust	moviereview
6934	It 's a very sincere work , but it would be better as a diary or documentary .	disgust	moviereview
6938	It 's a loathsome movie , it really is and it makes absolutely no sense .	disgust	moviereview
6960	The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	disgust	moviereview
6963	This one is certainly well-meaning , but it 's also simple-minded and contrived .	disgust	moviereview
7030	A particularly joyless , and exceedingly dull , period coming-of-age tale .	disgust	moviereview
7051	Hollywood Ending just is n't very funny .	disgust	moviereview
7106	A very depressing movie of many missed opportunities .	disgust	moviereview
7124	To be oblivious to the existence of this film would be very sweet indeed .	disgust	moviereview
7144	One-sided documentary offers simplistic explanations to a very complex situation .	disgust	moviereview
7164	-- but certainly hard to hate .	joy	moviereview
7240	Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .	joy	moviereview
7246	A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .	disgust	moviereview
7256	The story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .	disgust	moviereview
7299	Laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .	disgust	moviereview
7308	The fact that it is n't very good is almost beside the point .	disgust	moviereview
7318	It 's mildly amusing , but I certainly ca n't recommend it .	disgust	moviereview
7398	Because of an unnecessary and clumsy last scene , ` Swimfan ' left me with a very bad feeling .	disgust	moviereview
7403	It 's hard to like a film about a guy who is utterly unlikeable , and Shiner , starring Michael Caine as an aging British boxing promoter desperate for a taste of fame and fortune , is certainly that .	disgust	moviereview
7455	This is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .	disgust	moviereview
7465	The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .	disgust	moviereview
7514	At its worst , it implodes in a series of very bad special effects .	disgust	moviereview
7543	A very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .	disgust	moviereview
7584	"The script is n't very good ; not even someone as gifted as Hoffman -LRB- the actor -RRB- can make it work ."	disgust	moviereview
7592	Like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all .	noemotion	moviereview
7631	It 's slow -- very , very slow .	disgust	moviereview
7705	I sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand .	disgust	moviereview
7783	There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .	disgust	moviereview
7797	At the very least , if you do n't know anything about Derrida when you walk into the theater , you wo n't know much more when you leave .	disgust	moviereview
7824	Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .	disgust	moviereview
7950	Uncertain in tone ... a garbled exercise in sexual politics , a junior varsity Short Cuts by way of Very Bad Things .	disgust	moviereview
8087	Birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it .	disgust	moviereview
8094	It is a comedy that 's not very funny and an action movie that is not very thrilling -LRB- and an uneasy alliance , at that -RRB- .	disgust	moviereview
8180	Like so many other allegedly scary movies , it gets so tangled up in The Twist that it chokes the energy right out of the very audience it seeks to frighten .	disgust	moviereview
8194	The premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .	disgust	moviereview
8229	Thoughtless , random , superficial humour and a lot of very bad Scouse accents	disgust	moviereview
8290	This is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .	disgust	moviereview
8316	A very bad sign .	disgust	moviereview
8389	Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .	disgust	moviereview
8399	This idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .	disgust	moviereview
8401	The film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .	disgust	moviereview
8491	The backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .	disgust	moviereview
8566	The movie has very little to offer besides unintentional laughs .	disgust	moviereview
8580	The movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .	disgust	moviereview
8584	Plays as hollow catharsis , with lots of tears but very little in the way of insights .	disgust	moviereview
8674	A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .	disgust	moviereview
8709	This extremely unfunny film clocks in at 80 minutes , but feels twice as long .	disgust	moviereview
8718	A very average science fiction film .	noemotion	moviereview
8789	The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .	disgust	moviereview
8802	While obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .	disgust	moviereview
8890	It 's all very cute , though not terribly funny if you 're more than six years old .	disgust	moviereview
8895	Admirable , certainly , but not much fun to watch .	disgust	moviereview
8958	Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score .	disgust	moviereview
8978	Reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .	disgust	moviereview
8979	The movie makes absolutely no sense .	disgust	moviereview
9062	Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .	disgust	moviereview
9125	Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .	disgust	moviereview
9171	Though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .	disgust	moviereview
9179	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but Barbershop is n't as funny as it should be .	sadness	moviereview
9213	The movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface .	disgust	moviereview
9218	Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .	disgust	moviereview
9231	Benigni 's Pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .	disgust	moviereview
9252	-LRB- Seagal 's -RRB- strenuous attempt at a change in expression could very well clinch him this year 's Razzie .	disgust	moviereview
9288	"Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion ."	disgust	moviereview
9290	Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for -LRB- and misses -RRB- .	disgust	moviereview
9298	Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .	joy	moviereview
9313	There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .	joy	moviereview
9354	Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .	joy	moviereview
9367	The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .	disgust	moviereview
9484	Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .	disgust	moviereview
9496	But it is set in a world that is very , very far from the one most of us inhabit .	noemotion	moviereview
9510	Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .	disgust	moviereview
9517	If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .	disgust	moviereview
9521	A family-friendly fantasy that ends up doing very little with its imaginative premise .	disgust	moviereview
9525	A fast-paced , glitzy but extremely silly piece .	noemotion	moviereview
9623	... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .	disgust	moviereview
9661	It 's not the worst comedy of the year , but it certainly wo n't win any honors .	disgust	moviereview
9711	At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .	disgust	moviereview
