id;corpus;emotion;domain
6103;The complaint is that we abandoned the search for bin Laden in Afghanistan and went into Iraq under incredibly false premises.;anger;blog
5801;I started talking to him about why he was so mad, and he said you called me retarded, and I explained that he was being a prick.;anger;blog
5754;To make a long story short, he told me I must have wanted this ugly old hen to match my personality.;anger;blog
6849;Alex, you suck.;anger;blog
6952;I can handle dull aches, it's the sharp pains that freak me out.;anger;blog
6838;Outcry at N Korea 'nuclear test';anger;newsheadline
2234;this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .;anger;moviereview
6854;if you read history instead of fucking dogma all the god damn time you'd realize we're perfectly capable of raining destruction upon ourselves in a very effective manner, thank you very much.;anger;blog
6974;Lat night, while trying to demonstrate to Tequila Boy how effectlivley I could beat him up if he ever had a complete change of personality and decided to attack me I slipped on the carpet trying to demonstrate a roundhouse kick fell backwards and hit the wall with what I'm assured was a sickening crack.;anger;blog
6520;ugh.;anger;blog
5578;I think the most important thing I can say about this city, is that all of the rumors: That the city's dirty, the people are rude, the language barrier is insurmountable, the metro is incomprehensible, you things will be stolen, that they hate Americans.;anger;blog
6919;So, here I am with money RIGHT there that I can't get a hold of, and I really want to spend it at the Furmeet on Monday.;anger;blog
5229;Vaccine mandate upsets legislators;anger;newsheadline
6858;what the helllll.;anger;blog
5826;I haven't really been going out much and it just makes me mad since I told myself this summer I'd make the best of it since I'd be going to university in September.;anger;blog
7003;and I'm not going to take this anymore.;anger;blog
5789;we'll just let our governments do whatever the fuck they want because we want to brush our fucking teeth on a plane after some really bad airplane food.;anger;blog
6958;And who would be the bastard who profits off of the destruction of my workplace and life.;anger;blog
5219;Lawmaker seeks iPod ban in crosswalks in New York;anger;newsheadline
5896;As of late, it seems that everything my parents do, they do it just to annoy me. They're great parents.;anger;blog
6983;This is the story as it was given to me, and when I heard it I was pissed.;anger;blog
6918;when you annoy us long enough NO ONE WILL CARE ABOUT RESTRAINT.;anger;blog
6223;Never wanting to go out with someone again.;anger;blog
6972;An infuriating film .;anger;moviereview
7020;Today sucked.;anger;blog
6876;we'll just let our governments do whatever the fuck they want because we want to brush our fucking teeth on a plane after some really bad airplane food.;anger;blog
5964;even tho i have work on monday which is my bday cause shop rite sucks my dick.;anger;blog
7035;Botched hangings in Iraq speed sectarianism;anger;newsheadline
5284;Pledge: I was abused in frat hazing;anger;newsheadline
6845;Shiite fighters arrested in crackdown, Iraq says;anger;newsheadline
6861;bad b/c i want to move out mother eff.;anger;blog
1511;Rabbit-Proof Fence will probably make you angry .;anger;moviereview
6262;Well, I'm not going to leave you alone.;anger;blog
6575;See, I knew he had cheated.;anger;blog
6722;I can handle dull aches, it's the sharp pains that freak me out.;anger;blog
5654;For instance, if we feel furious it may be better to take a one hour timeout and calm down.;anger;blog
6421;im just annoyed.;anger;blog
5650;How many times have we felt angry and as a result insulted, judged, criticized, blamed or physically hurt someone.;anger;blog
7029;this fuckers don't go down too easy.;anger;blog
6729;And that's total bullshit, because those things shouldn't even matter.;anger;blog
6888;Sorry for the ranting post, but I'm just really annoyed that here I am, struggling with all my internal demons about my weight loss, and someone like this, with no concept of struggle, can just pay someone to lose it for him.;anger;blog
6649;THEY called me. i just wanted to frickin' sleep.;anger;blog
4406;That is because - damn it !;anger;moviereview
7024;I do not agree with her as my basic needs are not fulfilled yet.;anger;blog
6994;Work was fucked up.;anger;blog
6582;Doesn't seem fair, not at all.;anger;blog
6482;okay shut up.;anger;blog
6423;im sick of looking at a computer screen.;anger;blog
6264;and I'm not going to take this anymore.;anger;blog
6829;I cannot believe the nerve of this man. God.;anger;blog
6980;Snow causes transport chaos in Britain;anger;newsheadline
7009;Disaster.;anger;blog
6910;all my plans were shot to shit cause the cell waves were all packed and i couldn't get in touch with my friends very well.;anger;blog
6307;That one chick I dislike with a passion because I think she is obsessed with Gareth and really likes him.;anger;blog
4874;Qualities that were once amusing are becoming irritating .;anger;moviereview
5915;hey, she assulted me. in the middle of an intersection.;anger;blog
7032;Fight starts over HPV vaccine;anger;newsheadline
5873;rather it steals what precious ones you have left.;anger;blog
2092;Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .;anger;moviereview
7026;Maybe a full case too, because the lil black pocket thing it came with is a little too snug, I have to force the lil bitch into it all the time.;anger;blog
5520;I can hear it thru the headphones and over the music im listening to.;anger;blog
6948;Rabbit-Proof Fence will probably make you angry .;anger;moviereview
6049;The two of them watch it, I half watch the movie while reading the newspaper, sometimes out loud, but Kubik complains, SOMEONE IS TALKING while I'm trying to watch a movie! but Karina defends me, You're one to talk.;anger;blog
5779;Sucks for Levon but he said he wouldn't let me drive with the trailer anyways.;anger;blog
6894;Who are you calling fat?;anger;newsheadline
6969;Then they were cutting this damn tree down, and they made me go with then by dragging me over since I didn't want to go, and when I tried to sneak away.;anger;blog
5914;I hit that bitch so hard.;anger;blog
6887;THEY called me. i just wanted to frickin' sleep.;anger;blog
5904;I think though, what pisses me most off about the food delivery issue - is that he has chosen the easy I don't have to do anything option.;anger;blog
6937;I hit that bitch so hard.;anger;blog
6936;prof is killing me with what she assigns though.;anger;blog
6869;Bitch.;anger;blog
6316;Again, makes me so angry.;anger;blog
5420;'Made in China' irks some Burberry shoppers;anger;newsheadline
6987;Ex-suspect slams anti-terror laws;anger;newsheadline
6517;Today sucked.;anger;blog
7000;Sucks for Levon but he said he wouldn't let me drive with the trailer anyways.;anger;blog
5792;And then the dispatcher was all pissy with me over some redelivery shenanigans I was doing wrong.;anger;blog
6944;My mother truly wants to murder my father, and then gets pissed off when i don't agree with her.;anger;blog
5973;bad b/c i want to move out mother eff.;anger;blog
6880;I'm definately done bitching for now.;anger;blog
5894;I can only change my own mind, so whatever efforts I expend have to be met with some sort of equal efforts or the process goes nowhere and frustrates me the entire way.;anger;blog
6997;because when you piss us off, we have to used measured restraint.;anger;blog
6911;I sent the last one that came around off with such a red face, it was a wonder he didn't pass out.;anger;blog
6989;The two of them watch it, I half watch the movie while reading the newspaper, sometimes out loud, but Kubik complains, SOMEONE IS TALKING while I'm trying to watch a movie! but Karina defends me, You're one to talk.;anger;blog
6153;So back on the pike, putting up with traffic, speeds picked up to well above where they should have been, things cleared a little north of Lewiston, a little more above Augusta, but it was still pretty frigging busy all the way up.;anger;blog
6926;i mean i have my reason to dislike someone and you shouldnt question them cuz you arent me and you dont know and just stop.;anger;blog
7016;I pick up my phone ON THE BALCONY and call the cops wihle I'm walking behind this joker.;anger;blog
6904;I have a friend that is gonna die, probably sooner than later, and I was  angry because some of the choices he has made in the last few years have cut his time down to virtually nothing.;anger;blog
5955;This is the story as it was given to me, and when I heard it I was pissed.;anger;blog
6682;cuz i hate tryin to prove myself to everyone.;anger;blog
6702;Which, just so you know, really fucking hurts.;anger;blog
6885;im going to be trashed.;anger;blog
4791;I 'd give real money to see the perpetrators of Chicago torn apart by dingoes .;anger;moviereview
5900;Now, I know that I will reach this place soon enough, but damn it feels like it is taking forever.;anger;blog
6530;what the helllll.;anger;blog
6901;They followed, but Daniel took two minutes to look back at me. I was angry.;anger;blog
6203;I do not agree with her as my basic needs are not fulfilled yet.;anger;blog
6521;Ugh.;anger;blog
6828;so far, all you've done is to cause international travellers the annoyance of having to hand over their toothpaste and make sure their baby's formula isn't nitroglycerin by drinking some.;anger;blog
6144;What do I do when someone three feet tall smacks me in the head.;anger;blog
6085;prof is killing me with what she assigns though.;anger;blog
6150;The turnpike was nuts, every asshole from Jersey and Connecticut was apparently heading to Canada.;anger;blog
6410;I'd like to tell Sally to go eat shit.;anger;blog
6941;Imagine: three lanes of traffic, none of it moving, for the better part of two hours.;anger;blog
5800;I asked Phil, what the hell are you doing? and he looked angrily at me. Like I did anything wrong.;anger;blog
6188;Lat night, while trying to demonstrate to Tequila Boy how effectlivley I could beat him up if he ever had a complete change of personality and decided to attack me I slipped on the carpet trying to demonstrate a roundhouse kick fell backwards and hit the wall with what I'm assured was a sickening crack.;anger;blog
7012;I didn't see Will Smith although the French Prince is usually my shit, I think I would have had to punch him on behalf of everyone who's heard Switch, but the girl on the elevator with me said she had just randomly seen Mike Myers.;anger;blog
5236;Outcry at N Korea 'nuclear test';anger;newsheadline
6842;So I went to take out my 60 dollars, and it said I couldn't take it, because my available funds was limited to 6 dollars.;anger;blog
6340;fuck i can't wait to live alone.;anger;blog
6935;You've gotta say, I'm a human being, goddammit.;anger;blog
6304;I didn't see Will Smith although the French Prince is usually my shit, I think I would have had to punch him on behalf of everyone who's heard Switch, but the girl on the elevator with me said she had just randomly seen Mike Myers.;anger;blog
6882;I 'd give real money to see the perpetrators of Chicago torn apart by dingoes .;anger;moviereview
6947;It wouldn't bother me much, except the last government cheque I deposited had no hold on it.;anger;blog
6992;Israelis retaliate after attack by Lebanese Army;anger;newsheadline
7021;Tricky bastards.;anger;blog
6348;Gag, enough on that crap.;anger;blog
6315;AARRGGHH.;anger;blog
5930;chris had a problem with words too,and his anger.;anger;blog
6993;It really was his fault though.;anger;blog
6984;I hate fucking pills.;anger;blog
5266;Italy to try US soldier for agent's Iraq death;anger;newsheadline
6349;Get a fucking clue.;anger;blog
6933;it's annoying as all get out.;anger;blog
5797;Words like that made me and Phil stop smiling, look straight at Sheldon, and say shut up at the same time.;anger;blog
6320;AND I'M ANNOYED.;anger;blog
6966;And, I do ask, who profited from 9/11 in the first place.;anger;blog
6847;Eight years for Damilola killers;anger;newsheadline
6341;fuck off.;anger;blog
5905;Sorry for the ranting post, but I'm just really annoyed that here I am, struggling with all my internal demons about my weight loss, and someone like this, with no concept of struggle, can just pay someone to lose it for him.;anger;blog
6999;My only plausible explanation is that I want out.;anger;blog
4643;Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .;anger;moviereview
6840;So back on the pike, putting up with traffic, speeds picked up to well above where they should have been, things cleared a little north of Lewiston, a little more above Augusta, but it was still pretty frigging busy all the way up.;anger;blog
6898;It's pretty disgusting.;anger;blog
6890;Especially when it's a bloody government cheque.;anger;blog
5604;I cannot believe the nerve of this man. God.;anger;blog
5297;Attorneys point fingers in fight between Ryan O'Neal and son;anger;newsheadline
5778;I will not play the part that others have chosen for me.;anger;blog
6881;The second reason I was pissed was because not only was my friend is dying from this disease and has had it the entire time that we have been friends, but to my knowledge has not taken the appropriate care of himself that a person with HIV should be taking.;anger;blog
6846;Lawmaker seeks iPod ban in crosswalks in New York;anger;newsheadline
5675;The nikab, or taliban style cover, is not an Islamic practice.;anger;blog
6646;What the hell am I going to do when I get back home.;anger;blog
6977;Isn't it aggravating when someone is practically demanding you to hang out with them.;anger;blog
5246;Shiite fighters arrested in crackdown, Iraq says;anger;newsheadline
6281;first let me say, this is one of the stupidest fucking reasons to be once again pissy with someone.;anger;blog
6841;I got mad.;anger;blog
6946;What the hell am I going to do when I get back home.;anger;blog
5782;or convert everyone to Islam, or just blow you up one by one in a fucking plane, train, or automobile.;anger;blog
6934;chris had a problem with words too,and his anger.;anger;blog
6780;Abbas condemns Israeli massacre in northern Gaza Strip;anger;newsheadline
7008;Then she comes up to me and starts yelling at me.;anger;blog
5899;My only plausible explanation is that I want out.;anger;blog
6151;Imagine: three lanes of traffic, none of it moving, for the better part of two hours.;anger;blog
5787;because when you piss us off, we have to used measured restraint.;anger;blog
6504;The movie itself sucked.;anger;blog
6343;fucking A.;anger;blog
6518;Tricky bastards.;anger;blog
5706;I pick up my phone ON THE BALCONY and call the cops wihle I'm walking behind this joker.;anger;blog
6106;To suggest that a couple of disorganized idiots trying to replicate Yousef's 1995 plot is more evil and more dangerous than what they did is beyond off-base, beyond stupid.;anger;blog
6970;I think the most important thing I can say about this city, is that all of the rumors: That the city's dirty, the people are rude, the language barrier is insurmountable, the metro is incomprehensible, you things will be stolen, that they hate Americans.;anger;blog
5806;I know I shouldn't have been snotty about it but I thought it was fucking obvious.;anger;blog
2186;Sean Penn , you owe Nicolas Cage an apology .;anger;moviereview
6867;I started talking to him about why he was so mad, and he said you called me retarded, and I explained that he was being a prick.;anger;blog
5609;I mean, we already need 133 ish hours to graduate which, for you non college people, is about 8-10 more than any engineering major and more than that more for a non engineering major.;anger;blog
6255;The BOO! machine runs full-time at the White House these days.;anger;blog
6832;Frustration rises as North Korea nuclear talks stall;anger;newsheadline
6274;Isn't it aggravating when someone is practically demanding you to hang out with them.;anger;blog
7025;Iran warns will hit back at US if attacked;anger;newsheadline
4746;focuses on Joan 's raging hormones and sledgehammers the audience with Spanish inquisitions about her `` madness '' so much that I became mad that I wasted 123 minutes and $ 9.50 on this 21st century torture device .;anger;moviereview
6242;Then they fucked around with my teeth, which never hurt except for the clamp, but I was on edge, because it felt like it was about to hurt, like any moment they might hit a nerve.;anger;blog
7030;I know I shouldn't have been snotty about it but I thought it was fucking obvious.;anger;blog
6123;i mean i have my reason to dislike someone and you shouldnt question them cuz you arent me and you dont know and just stop.;anger;blog
5606;I am in such a bad mood and I'm playing the blame game in my head, getting angry at people for things that are really quite trivial.;anger;blog
6825;Who are you calling fat?;anger;newsheadline
6864;I can hear it thru the headphones and over the music im listening to.;anger;blog
6971;AND I'M ANNOYED.;anger;blog
6917;Qualities that were once amusing are becoming irritating .;anger;moviereview
6273;"Three angry customers; as a matter of fact, that last week alone at Pier 1 was the only week where I met troublesome customers.";anger;blog
6897;Kanishka bombing case: Inquiry judge threatens to quit;anger;newsheadline
6878;I am, quite honestly, furious and they WILL be getting an angry letter from me, even though won't care, I'm sure because as much as they would like you to think that they aren't part of the machine they are.;anger;blog
5755;I told him he was a f----ing a--hole and gave him a negative rating.;anger;blog
5238;Iran warns will hit back at US if attacked;anger;newsheadline
6959;The job was frustrating today.;anger;blog
5804;They followed, but Daniel took two minutes to look back at me. I was angry.;anger;blog
6021;Mind you, I've been treated like the asshole of the house for the past couple of weeks, and I didn't even do anything at all to deserve it.;anger;blog
6045;then he calls again and, knowing that's the international sign for pick up the frickin' phone, i picked it up thinkin' there was something wrong with him.;anger;blog
4738;It 's getting harder and harder to ignore the fact that Hollywood is n't laughing with us , folks .;anger;moviereview
5765;Then they were cutting this damn tree down, and they made me go with then by dragging me over since I didn't want to go, and when I tried to sneak away.;anger;blog
5718;Maybe a full case too, because the lil black pocket thing it came with is a little too snug, I have to force the lil bitch into it all the time.;anger;blog
6973;The movie itself sucked.;anger;blog
4585;-- is a crime that should be punishable by chainsaw .;anger;moviereview
6830;It's flat-out disgusting.;anger;blog
5908;YOU LIKE ALMOST HIT ME OMG. she said, tossing her dyed blonde hair like an enraged horse, nostrils flaring.;anger;blog
6914;Stitch is a bad mannered , ugly and destructive little **** .;anger;moviereview
6837;That is because - damn it !;anger;moviereview
6960;However, there are several things I know full well I've been between mediocre and bad at in the past- theoretical math, foreign languages, public speaking.;anger;blog
6142;I finally snapped and yelled out the door at the last two DOES ANYONE WASH THEIR FRIGGING HANDS AFTER USING THE BATHROOM ANYMORE.;anger;blog
6237;thus getting myself more pissed and less willing to finish what i was just trying to say.;anger;blog
6626;I am currently angry because I want Jarred to take me for DQ Blizzard.;anger;blog
6873;The 1960s rebellion was misdirected : you ca n't fight your culture .;anger;moviereview
1638;Helps to remind the First World that HIV/AIDS is far from being yesterday 's news .;anger;moviereview
5340;The summit - a slap in the face of the Palestinians;anger;newsheadline
708;Francophiles will snicker knowingly and you 'll want to slap them .;anger;moviereview
7028;its your fault, it really is.  so when i'm standing in line, or waiting around, i'll be thinking of you.;anger;blog
6839;I forgot how demeaning BME classes are.;anger;blog
6732;All I know is that first, you've got to get mad.;anger;blog
6122;and im not trying to be mean but if i say i dislike someone and you are like why why why and i try to explain but you're just like thats stupid you shouldnt dislike her it pisses me off if i have to defend myself for disliking someone.;anger;blog
6902;Mind you, I've been treated like the asshole of the house for the past couple of weeks, and I didn't even do anything at all to deserve it.;anger;blog
6372;He whatevered me. UGH.;anger;blog
5291;Peter Jackson will never work for me again;anger;newsheadline
6879;He whatevered me. UGH.;anger;blog
6339;Frenchie Fucked Off.;anger;blog
6295;What is so wrong about REMEMBERING the weekend.;anger;blog
6915;I will not play the part that others have chosen for me.;anger;blog
6135;However, there are several things I know full well I've been between mediocre and bad at in the past- theoretical math, foreign languages, public speaking.;anger;blog
7004;Doesn't seem fair, not at all.;anger;blog
6866;So how the holy fuck did the cave-dwellers get a MOOSE through.;anger;blog
6733;You've gotta say, I'm a human being, goddammit.;anger;blog
6231;I'm sorry someone died, but to mislead me like that is inexcusable.;anger;blog
5931;other than that hed get offended or pissed off or ignorant about it.;anger;blog
5917;Grrrr - I then spent the next 10 minutes or so turning everything off in the house, switching the safety switch back on, and then sequentially turning everything back on until the safety was tripped.;anger;blog
6870;Frenchie Fucked Off.;anger;blog
5794;Sheldon and I told him to shut up.;anger;blog
6981;I mean, we already need 133 ish hours to graduate which, for you non college people, is about 8-10 more than any engineering major and more than that more for a non engineering major.;anger;blog
6945;I told him he was a f----ing a--hole and gave him a negative rating.;anger;blog
6097;those pegs are hard to push back in, especially the E string peg, that was a real bitch.;anger;blog
6872;even tho i have work on monday which is my bday cause shop rite sucks my dick.;anger;blog
6076;They talked about how it would be nice if some of the appellate judges understood how farms operate when lawsuits against farmers come up.;anger;blog
6282;Not to mention the same learning experiences and new discoveries or opinionated ideas towards me that always seem to change week to week, so whatever.;anger;blog
6962;and I was on a fucking BIKE.;anger;blog
7027;Plus, all this stuff is being forced on me with my Dad.;anger;blog
5935;Anyhow her dad asked her then at the table but why would you be angry with your dad.;anger;blog
6928;The nikab, or taliban style cover, is not an Islamic practice.;anger;blog
5607;I forgot how demeaning BME classes are.;anger;blog
5785;how about you ignore us, we'll ignore you, you all can go to heaven and we can all be infidels and suffer through our evil.;anger;blog
6909;The summit - a slap in the face of the Palestinians;anger;newsheadline
6912;And every sigle one of them are furious.;anger;blog
6896;Congolese soldiers riot, loot over pay issue;anger;newsheadline
6996;And he said that since he started drugs, he's a prick.;anger;blog
6851;And then the dispatcher was all pissy with me over some redelivery shenanigans I was doing wrong.;anger;blog
6181;go to their houses and smash their faces in because they like to aggravate.;anger;blog
6857;The courts and my lawyer and my therapist and my mom are all getting mad because I don't have all this time in the world to hang out with my Dad for a few hours.;anger;blog
7014;All in all, I'm satisfied with the bigger picture and angry as fuck at the smaller details, but that's what keeps you going, isn't it.;anger;blog
6209;And for some reasons I dislike doing politic cause manipulating, mostly people, are what it does.;anger;blog
6519;UGH.;anger;blog
6524;Urgh.;anger;blog
6965;Italy to try US soldier for agent's Iraq death;anger;newsheadline
5071;-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even irritating -LRB- at least to this Western ear -RRB- , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .;anger;moviereview
6985;Again, makes me so angry.;anger;blog
6979;Lies, damned lies, and divorce;anger;newsheadline
5916;and I was on a fucking BIKE.;anger;blog
6145;You can't beat them, you can't yell and foam at the mouth, but you can't ignore it either.;anger;blog
6177;And the government still owes me 680 dollars.;anger;blog
6844;how about you ignore us, we'll ignore you, you all can go to heaven and we can all be infidels and suffer through our evil.;anger;blog
6968;if i ever live with a girl, that bitch better be clean.;anger;blog
6850;Vaccine mandate upsets legislators;anger;newsheadline
6922;I'd like to tell Sally to go eat shit.;anger;blog
5241;Anger at release of two held over beheading plot;anger;newsheadline
6422;Im rather sick of myspace.;anger;blog
6327;Bitch.;anger;blog
5324;Ex-suspect slams anti-terror laws;anger;newsheadline
6950;The BOO! machine runs full-time at the White House these days.;anger;blog
7001;He's like yeah he would wait a couple of weeks and delete her.;anger;blog
5902;It's been a week and I'm still really pissed off.;anger;blog
6998;Now, I know that I will reach this place soon enough, but damn it feels like it is taking forever.;anger;blog
6206;I hate going to the dentist, well hate is a strong word.;anger;blog
6929;I began pushing for the group to start doing more for themselves and for everyone else that was around them.;anger;blog
6913;rather it steals what precious ones you have left.;anger;blog
6924;AND we're required to have this new kind of remote control clicker which none of the libraries have for free check out, so I have to pay $20 +$12.50 activation fee for something that doesn't work consistently, eats batteries, and will provide me with 3 and a half months of use.;anger;blog
7005;Sean Penn , you owe Nicolas Cage an apology .;anger;moviereview
6836;I dislike negative, non-beneficial to me change in people and things.;anger;blog
6931;i freakin hate when you get in a bad mood and its not just one thing.;anger;blog
6826;I emailed the seller and told him about it and he was very arrogant and rude.;anger;blog
6436;It's about a fucking jacket.;anger;blog
6884;No, I'm not a stupid chick for those of you that may be wondering.;anger;blog
6681;He keeps yelling and pounding his feet on the floor.;anger;blog
6229;Plus, all this stuff is being forced on me with my Dad.;anger;blog
6171;It wouldn't bother me much, except the last government cheque I deposited had no hold on it.;anger;blog
6961;Sheldon and I told him to shut up.;anger;blog
7007;this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .;anger;moviereview
6930;couldn't the fucking terrorists decide to get caught, you know, after i landed.;anger;blog
6843;Pledge: I was abused in frat hazing;anger;newsheadline
6908;and im not trying to be mean but if i say i dislike someone and you are like why why why and i try to explain but you're just like thats stupid you shouldnt dislike her it pisses me off if i have to defend myself for disliking someone.;anger;blog
5431;I hate fucking pills.;anger;blog
5784;if you read history instead of fucking dogma all the god damn time you'd realize we're perfectly capable of raining destruction upon ourselves in a very effective manner, thank you very much.;anger;blog
6495;stupid ass hole.;anger;blog
6921;which is worse than pissing us off.;anger;blog
5790;its your fault, it really is.  so when i'm standing in line, or waiting around, i'll be thinking of you.;anger;blog
5963;im going to be trashed.;anger;blog
6344;Fucking seriously kid.;anger;blog
6863;Questions, only questions, with no answers.;anger;blog
7015;To suggest that a couple of disorganized idiots trying to replicate Yousef's 1995 plot is more evil and more dangerous than what they did is beyond off-base, beyond stupid.;anger;blog
6537;Work was fucked up.;anger;blog
7011;It's so rude.;anger;blog
6687;I'm definately done bitching for now.;anger;blog
7002;Catania punished for fan violence;anger;newsheadline
6874;Abbas condemns Israeli massacre in northern Gaza Strip;anger;newsheadline
5311;Botched hangings in Iraq speed sectarianism;anger;newsheadline
6954;Never wanting to go out with someone again.;anger;blog
6827;Fucking seriously kid.;anger;blog
6191;The government can and WILL find you no matter what steps you take to try and get some privacy.;anger;blog
5802;And he said that since he started drugs, he's a prick.;anger;blog
5798;A couple of times Sheldon would say things to him and he would get angry and tell him to shut up.;anger;blog
