id	corpus	emotion	domain
520	@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉	anger	twitter
1614	@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.	anger	twitter
606	@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.	anger	twitter
1036	I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered	anger	twitter
175	Forgot to eat dinner and now I'm furious with everything and everyone	anger	twitter
1670	@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em	anger	twitter
318	I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross	anger	twitter
1086	@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein	anger	twitter
385	@Trump_Videos she looks completely #rabid @realDonaldTrump	anger	twitter
604	@everycolorbot more like every color looks the same #triggered #colorblind 	anger	twitter
899	Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored	anger	twitter
926	If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up	anger	twitter
818	@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle 	anger	twitter
7037	Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....	anger	twitter
853	@jaaames1993 Literally burst out laughing.	anger	twitter
119	@XemitSellsMagic add tracking but resent them	anger	twitter
531	Paul forever. Paul should have won! Paul played such a better game! #BB18 	anger	twitter
131	I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage	anger	twitter
597	Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.	anger	twitter
1690	I am their fury. I am their patience. I am a conversation. 💙❤️✨	anger	twitter
1045	Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 	anger	twitter
624	Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit	anger	twitter
1620	@Supergold2002 Terence- got a lot of anger issues from my family and school.	anger	twitter
1243	In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.	anger	twitter
449	Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed	anger	twitter
348	@KimLy resent	anger	twitter
6930	#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.	anger	twitter
955	They gonna give this KKk police bitch the minimum sentence..just wattch 	anger	twitter
613	Y'all really insult coz of soccer???  Lmao, wow!!!!!!	anger	twitter
1657	Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans	anger	twitter
91	Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room	anger	twitter
493	I just don't understand why everyone is so #angry we all just want to live and thrive don't we?	anger	twitter
309	.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  	anger	twitter
7074	I asked Jared to marry me and he said no. 	anger	twitter
1691	Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️	anger	twitter
974	So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed 	anger	twitter
177	@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger	anger	twitter
1688	I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭	anger	twitter
252	@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;)	anger	twitter
1307	how can you hold a grudge for over a year I can barely hold one for a few minutes	anger	twitter
1251	All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO	anger	twitter
1257	Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.	anger	twitter
1518	Hell hath no fury like a sound technician scorned'\n\nThat's the quote right	anger	twitter
333	@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --	anger	twitter
1607	@MJPWGaming exactly not some flaming reject from fast and furious	anger	twitter
212	Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! 	anger	twitter
6933	Ughhh love a clean house and my incense lit aromatherapy	anger	twitter
1628	@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. 	anger	twitter
729	@KodieBurch yesss..apparently you've been popular on snap 🙄	anger	twitter
768	Leveled at the half. Much better offense expected in the second half	anger	twitter
1619	whenever i pout i just want Adrian to appear and tell me to stop pouting or else	anger	twitter
993	The war is right outside your door  #USAToday	anger	twitter
1235	@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either 	anger	twitter
224	I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄	anger	twitter
7141	.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying	anger	twitter
1210	@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended	anger	twitter
1326	Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy	anger	twitter
1246	Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting	anger	twitter
1070	@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! 🔥	anger	twitter
857	@ZubairSabirPTI  pls dont insult the word 'Molna'	anger	twitter
1002	@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!	anger	twitter
7122	@AdamSinger bubble implies it will burst?	anger	twitter
237	They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...	anger	twitter
851	@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 	anger	twitter
7072	@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame	anger	twitter
180	You a fuck boy if you run drag routes back to back in madden	anger	twitter
293	if we let that in id be fuming poor keeping	anger	twitter
1417	@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.	anger	twitter
1061	Be quick to #listen, slow to #speak, and slow to .	anger	twitter
1335	Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!	anger	twitter
1309	says, who are you to compared me with the others; I'm just human. #lit #fire 	anger	twitter
1153	Having one of those #angry days. I will have to stop watching #news.	anger	twitter
1449	I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry	anger	twitter
1327	@HannahFJames I'm distraught! 😭 Candice and her pout can piss off	anger	twitter
1071	warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~	anger	twitter
6903	@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days	anger	twitter
6983	Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed	anger	twitter
1122	Me: *sees incense burner* is this for drugs?	anger	twitter
370	@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter	anger	twitter
815	I think they may be 	anger	twitter
1433	@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum	anger	twitter
673	Finally made my #fury #warrior guide. Let me know your thoughts	anger	twitter
675	@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?	anger	twitter
1543	@RossKemp watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld	anger	twitter
451	My leg feels like it's gonna burst, yet I'm still expected to go into work:):)	anger	twitter
1367	Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual	anger	twitter
648	Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile	anger	twitter
1048	#Scorpio always seek revenge!	anger	twitter
1680	Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck	anger	twitter
67	Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps	anger	twitter
875	@TrussElise Obama must be fuming.. lol	anger	twitter
210	Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp	anger	twitter
1407	@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin #snap	anger	twitter
1346	The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days	anger	twitter
1211	@tony_tr3 I'd say your outrage is the really FAUX outrage.	anger	twitter
6894	Manchester derby at home #revenge	anger	twitter
944	@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍	anger	twitter
1498	Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. #rage #smrtruinslives	anger	twitter
831	hate to see y'all frown but I'd rather see him smiling 💕✨	anger	twitter
1425	the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms	anger	twitter
1026	I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming	anger	twitter
1095	Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram	anger	twitter
1488	Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .	anger	twitter
871	Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. 	anger	twitter
1439	I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming	anger	twitter
1231	Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming	anger	twitter
1099	RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?	anger	twitter
1681	Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown	anger	twitter
343	I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect	anger	twitter
453	Get to work and there's a fire drill. #fire  #outthere #inthedark	anger	twitter
592	np rum rage	anger	twitter
542	@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered	anger	twitter
1087	No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.	anger	twitter
23	Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder	anger	twitter
6943	Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset	anger	twitter
868	@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason	anger	twitter
1265	I asked Jared to marry me and he said no. 	anger	twitter
321	not to be That Person™ but i get bitter seeing some ravi stans	anger	twitter
490	Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi	anger	twitter
406	Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness	anger	twitter
396	I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage	anger	twitter
1298	Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver 	anger	twitter
1117	JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless	anger	twitter
748	@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol	anger	twitter
852	rose incense are the best thing I've ever bought	anger	twitter
1242	@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. 	anger	twitter
236	@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! 	anger	twitter
133	@ChurdAllan fucked my coupon that goal! 	anger	twitter
1197	@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.	anger	twitter
1176	@Remedy0_ switch host no bullet rage.	anger	twitter
195	@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the 	anger	twitter
6862	HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry  #bbmichelle	anger	twitter
764	Don't be bitter	anger	twitter
916	Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset	anger	twitter
6967	Is there a perfume that smells like the smell of smokey incense because i would be all about that	anger	twitter
947	wanna go home and focus up on this game . Don't wanna rage at all	anger	twitter
1320	Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right 	anger	twitter
1448	@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !	anger	twitter
7091	@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen	anger	twitter
772	As your own lives in order to complete our amazing life journey successfully, it is there. 	anger	twitter
7131	India should now react to the uri attack..... #revenge	anger	twitter
1043	@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.	anger	twitter
820	pray for my boy huff	anger	twitter
1007	After what just happened. In need to smoke. #burning	anger	twitter
659	The best revenge is massive success. –Frank Sinatra	anger	twitter
1512	How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder 	anger	twitter
1641	@Andy1129298 @hopheaddarrell fingers of fury!	anger	twitter
6937	This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation	anger	twitter
7032	We floated like butterflies. Now you sting like bees!'	anger	twitter
658	@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.	anger	twitter
7070	Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl	anger	twitter
572	the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage	anger	twitter
1423	Circle K is dead to me. I hate your new slushie machine. #irate #livid	anger	twitter
1581	Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her	anger	twitter
409	@RoyEnglish roy as fiery	anger	twitter
395	If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen	anger	twitter
1080	I base when it's going to rain here off of brills snap stories.	anger	twitter
802	I forgot about this nice area down here with the fiery hearths	anger	twitter
160	@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 	anger	twitter
570	Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed	anger	twitter
1300	Beyoncé resentment gets me in my feelings every time. 😩	anger	twitter
1584	@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout	anger	twitter
460	Brendan Rodgers looks fuming 😭	anger	twitter
6918	Fuking fuming 😤	anger	twitter
7031	I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry	anger	twitter
812	@wesrucker247 sounds like a good game plan for our offense....	anger	twitter
474	Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG	anger	twitter
1232	@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden	anger	twitter
921	@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.	anger	twitter
584	Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh	anger	twitter
670	@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂	anger	twitter
7	@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming	anger	twitter
6912	Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.	anger	twitter
1545	Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope	anger	twitter
824	630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold	anger	twitter
1132	My irritation level is at an all time high today 🙃	anger	twitter
1455	so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.	anger	twitter
1612	I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.	anger	twitter
6923	@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! 	anger	twitter
1531	@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?	anger	twitter
1147	Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting	anger	twitter
129	@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror	anger	twitter
205	Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.	anger	twitter
435	I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown	anger	twitter
850	@cburt43 turn that frown upside down	anger	twitter
7007	Drop Snapchat names #bored  #swap #pics	anger	twitter
927	Sting is just too damn earnest for early morning listening. 	anger	twitter
286	@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows	anger	twitter
1349	@lyssababe615 \nIf this room was burning 🔥	anger	twitter
108	@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh	anger	twitter
7092	“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO	anger	twitter
913	@fluffysoftlouis no no. I insist that you give me your best insult first	anger	twitter
1330	@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	anger	twitter
6921	@lericoo 35. Do you hold a grudge against your ex?	anger	twitter
1219	Forever raging 😏😂😭	anger	twitter
6979	@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks	anger	twitter
612	Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.	anger	twitter
6888	@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing	anger	twitter
508	matt and i just did a psychological study on provocation in abusive relationships.	anger	twitter
480	I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not	anger	twitter
1561	@GroovyBruce @larsrjs44 @AshvsEvilDead the 'groovier' part is an affront to common decency. No way @VancityReynolds agrees.	anger	twitter
655	@rabpeel snap, seems to be a problem here	anger	twitter
760	Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...	anger	twitter
1253	@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. 	anger	twitter
337	Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄	anger	twitter
6911	Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 	anger	twitter
687	Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha	anger	twitter
346	Recommended reading: Prisoners of Hate by Aaron Beck #anger	anger	twitter
1473	@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted😬	anger	twitter
808	Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes	anger	twitter
704	@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!	anger	twitter
1476	Never let me see you frown	anger	twitter
68	can't believe Achilles killed me! #angry	anger	twitter
1696	@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?	anger	twitter
1673	He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees 	anger	twitter
7021	@TrevorHMoore @paget_old In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.	anger	twitter
1207	#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout	anger	twitter
6929	2 days on.......never a fucking pen!!!! #nffc 	anger	twitter
484	@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden	anger	twitter
574	@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4	anger	twitter
720	snap music kept me from running into traffic 2005-2007.	anger	twitter
1050	You sting like a bee but you're still my honey.	anger	twitter
7057	People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind	anger	twitter
795	@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.	anger	twitter
524	That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. 	anger	twitter
1682	Like he really just fucking asked me that. 	anger	twitter
609	I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥	anger	twitter
184	@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter	anger	twitter
693	I can't even right now #bb18 	anger	twitter
1523	@CNNnewsroom @BrookeBCNN What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE.	anger	twitter
788	@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.	anger	twitter
1411	Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat	anger	twitter
762	Well, the lines for Sweden's goals sure sting.	anger	twitter
1311	@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup	anger	twitter
1387	Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'	anger	twitter
565	@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1	anger	twitter
1365	There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?	anger	twitter
6977	@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?	anger	twitter
1283	@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage	anger	twitter
1067	Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔	anger	twitter
1124	@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism	anger	twitter
54	@KatzeAnilothei this amount of greedy mooching makes me snarl.	anger	twitter
590	@JBCrewdotcom how his own fans insult him	anger	twitter
943	This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards	anger	twitter
185	Why are people that don't have iPhones so bitter about iPhones???? Can someone explain	anger	twitter
202	@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby	anger	twitter
956	I just got murdered in madden. 🤕	anger	twitter
6991	Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram	anger	twitter
1027	I HATE little girls 😡😡 got a lot off growing up to do!!! 	anger	twitter
313	@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.	anger	twitter
858	@ArcticFantasy I would have almost took offense to this if I actually snapped you	anger	twitter
786	@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.	anger	twitter
438	jamming out to fury in math class wanting to die hbu	anger	twitter
1391	@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel 	anger	twitter
832	@JaredLeto Jared + #snap? 💘	anger	twitter
1316	(whisper) I cannot frown.	anger	twitter
256	Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst	anger	twitter
304	.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'	anger	twitter
990	@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼	anger	twitter
6927	Everton not playing and fume on here have day off	anger	twitter
703	“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride 	anger	twitter
1495	#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O	anger	twitter
902	S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃	anger	twitter
6994	🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️	anger	twitter
1366	@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job	anger	twitter
830	@Ms_HeartAttack peanut butter takes away the sting	anger	twitter
566	@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?	anger	twitter
373	Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO	anger	twitter
7106	gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼	anger	twitter
7054	@everycolorbot more like every color looks the same #triggered #colorblind #offended	anger	twitter
722	Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords	anger	twitter
481	He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.	anger	twitter
1177	Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...	anger	twitter
